Code	Full Name	brief_Classification	Full_Classification	Alg_classification	Eudic_classification	SeedPlant_nonEudic_classification	Nonseed_Embryo	Concat_Caryo	ASTRAL_Caryo1	CoreEudic_Radiation	Confer_relationships	Bryophyte_Relationships	Basal Angiosperms	Commelinids	LandPlantsSister	Prasinocauccues	CUT_Clade
JLOV	JLOV;CoreEudicots Caryophyllales;Pereskia aculeata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KDCH	KDCH;CoreEudicots Caryophyllales;Portulaca umbraticola	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KJAA	KJAA;CoreEudicots Caryophyllales;Mollugo pentaphylla	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KTQI	KTQI;CoreEudicots Caryophyllales;Alternanthera brasiliana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LBZM	LBZM;CoreEudicots Caryophyllales;Atriplex rosea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LDEL	LDEL;CoreEudicots Caryophyllales;Portulaca amilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LFQH	LFQH;CoreEudicots Caryophyllales;Portulaca amilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LKKX	LKKX;CoreEudicots Caryophyllales;Talinum sp.	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LLQV	LLQV;CoreEudicots Caryophyllales;Portulaca cryptopetala	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LUNL	LUNL;CoreEudicots Caryophyllales;Alternanthera sessilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MBWM	MBWM;CoreEudicots Caryophyllales;Boerhavia coccinea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MEAH	MEAH;CoreEudicots Caryophyllales;Aerva persica	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MRKX	MRKX;CoreEudicots Caryophyllales;Phytolacca bogotensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MUCT	MUCT;CoreEudicots Caryophyllales;Atriplex prostrata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NXTS	NXTS;CoreEudicots Caryophyllales;Mollugo verticillata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OFWX	OFWX;CoreEudicots Caryophyllales;Mollugo verticillata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OHKC	OHKC;CoreEudicots Caryophyllales;Alternanthera caracasana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OLES	OLES;CoreEudicots Caryophyllales;Schiedea membranacea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ONLQ	ONLQ;CoreEudicots Caryophyllales;Atriplex hortensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OPZX	OPZX;CoreEudicots Caryophyllales;Sesuvium verrucosum	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OYST	OYST;CoreEudicots Caryophyllales;Alternanthera sessilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PDQH	PDQH;CoreEudicots Caryophyllales;Aerva lanata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PDXY	PDXY;CoreEudicots Caryophyllales;Atriplex rosea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QAIR	QAIR;CoreEudicots Caryophyllales;Opuntia sp.	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QASA	QASA;CoreEudicots Caryophyllales;Mollugo verticillata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QMUN	QMUN;CoreEudicots Caryophyllales;Portulaca amilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RNBN	RNBN;CoreEudicots Caryophyllales;Mollugo cerviana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RUUB	RUUB;CoreEudicots Caryophyllales;Physena madagascariensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RXEN	RXEN;CoreEudicots Caryophyllales;Polycarpaea repens	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SCAO	SCAO;CoreEudicots Caryophyllales;Mollugo nudicaulis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SFKQ	SFKQ;CoreEudicots Caryophyllales;Hilleria latifolia	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SHEZ	SHEZ;CoreEudicots Caryophyllales;Dianthus caryophyllus	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SKNL	SKNL;CoreEudicots Caryophyllales;Saponaria officinalis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SMMC	SMMC;CoreEudicots Caryophyllales;Chenopodium quinoa	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TJES	TJES;CoreEudicots Caryophyllales;Spergularia media	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TMMR	TMMR;CoreEudicots Caryophyllales;Portulaca cryptopetala	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TRLB	TRLB;CoreEudicots Caryophyllales;Portulaca oleracea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UNSW	UNSW;CoreEudicots Caryophyllales;Mollugo nudicaulis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UQCB	UQCB;CoreEudicots Caryophyllales;Portulaca molokiniensis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VJPU	VJPU;CoreEudicots Caryophyllales;Boerhavia dominii	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VKOE	VKOE;CoreEudicots Caryophyllales;Aerva lanata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VPCP	VPCP;CoreEudicots Caryophyllales;Portulaca cryptopetala	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VUIT	VUIT;CoreEudicots Caryophyllales;Alternanthera caracasana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WGET	WGET;CoreEudicots Caryophyllales;Kochia scoparia	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WGUG	WGUG;CoreEudicots Caryophyllales;Alternanthera caracasana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WHHY	WHHY;CoreEudicots Caryophyllales;Boerhavia coccinea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WMLW	WMLW;CoreEudicots Caryophyllales;Amaranthus retroflexus	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WOBD	WOBD;CoreEudicots Caryophyllales;Limonium spectabile	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WPYJ	WPYJ;CoreEudicots Caryophyllales;Frankenia laevis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WQUF	WQUF;CoreEudicots Caryophyllales;Nepenthes alata	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XSSD	XSSD;CoreEudicots Caryophyllales;Amaranthus cruentus	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YNFJ	YNFJ;CoreEudicots Caryophyllales;Microtea debilis	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZBPY	ZBPY;CoreEudicots Caryophyllales;Alternanthera brasiliana	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZBTA	ZBTA;CoreEudicots Caryophyllales;Boerhavia coccinea	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZJDK	ZJDK;CoreEudicots Caryophyllales;Sesuvium verrucosum	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OMYK	OMYK;CoreEudicots Caryophyllales;Trianthema portulacastrum	CoreEudicots Caryophyllales	CoreEudicots Caryophyllales	Other	CoreEudicots Caryophyllales	Other	Other	Caryophyllales	Caryophyllales	Caryophyllales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BSEY	BSEY;CoreEudicots Santalales;Daenikera sp.	CoreEudicots Santalales	CoreEudicots Santalales	Other	CoreEudicots Santalales	Other	Other	Out	Out	Santalales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QKMG	QKMG;CoreEudicots Santalales;Phoradendron serotinum	CoreEudicots Santalales	CoreEudicots Santalales	Other	CoreEudicots Santalales	Other	Other	Out	Out	Santalales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RSPO	RSPO;CoreEudicots Santalales;Santalum acuminatum	CoreEudicots Santalales	CoreEudicots Santalales	Other	CoreEudicots Santalales	Other	Other	Out	Out	Santalales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
STKY	STKY;CoreEudicots Santalales;Balanophora fungosa	CoreEudicots Santalales	CoreEudicots Santalales	Other	CoreEudicots Santalales	Other	Other	Out	Out	Santalales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VGVI	VGVI;CoreEudicots Santalales;Dendropemon caribaeus	CoreEudicots Santalales	CoreEudicots Santalales	Other	CoreEudicots Santalales	Other	Other	Out	Out	Santalales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XGFU	XGFU;CoreEudicots Santalales;Exocarpos cupressiformis	CoreEudicots Santalales	CoreEudicots Santalales	Other	CoreEudicots Santalales	Other	Other	Out	Out	Santalales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XKPS	XKPS;CoreEudicots Santalales;Ximenia americana	CoreEudicots Santalales	CoreEudicots Santalales	Other	CoreEudicots Santalales	Other	Other	Out	Out	Santalales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CIAC	CIAC;CoreEudicots Saxifragales;Bergenia sp.	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CKKR	CKKR;CoreEudicots Saxifragales;Astilbe chinensis	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CTSS	CTSS;CoreEudicots Saxifragales;Tellima breviflora	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DAYQ	DAYQ;CoreEudicots Saxifragales;Mitella pentandra	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DMKC	DMKC;CoreEudicots Saxifragales;Hamamelis virginiana	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DRIL	DRIL;CoreEudicots Saxifragales;Kalanchoe crenato-diagremontiana	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ERIA	ERIA;CoreEudicots Saxifragales;Heuchera sanguinea	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FCBJ	FCBJ;CoreEudicots Saxifragales;Saxifraga stolonifera	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FYTP	FYTP;CoreEudicots Saxifragales;Daphniphyllum macropodum	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HQRJ	HQRJ;CoreEudicots Saxifragales;Loropetalum chinense	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HTIP	HTIP;CoreEudicots Saxifragales;Paeonia lactiflora	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IUSR	IUSR;CoreEudicots Saxifragales;Myriophyllum aquaticum	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KWGC	KWGC;CoreEudicots Saxifragales;Crassula perforata	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LMVB	LMVB;CoreEudicots Saxifragales;Liquidambar styraciflua	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NUZN	NUZN;CoreEudicots Saxifragales;Cercidiphyllum japonicum	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OMDH	OMDH;CoreEudicots Saxifragales;Loropetalum chinense	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OOVX	OOVX;CoreEudicots Saxifragales;Boykinia jamesii	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SLOI	SLOI;CoreEudicots Saxifragales;Tiarella polyphylla	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SYHW	SYHW;CoreEudicots Saxifragales;Ribes aff. giraldii	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TOKV	TOKV;CoreEudicots Saxifragales;Aphanopetalum resinosum	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TQOO	TQOO;CoreEudicots Saxifragales;Loropetalum chinense	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UHBY	UHBY;CoreEudicots Saxifragales;Oresitrophe rupifraga	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UWFU	UWFU;CoreEudicots Saxifragales;Itea virginica	CoreEudicots Saxifragales	CoreEudicots Saxifragales	Other	CoreEudicots Saxifragales	Other	Other	Out	Saxifragales	Saxifragales	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
