Len1	Boot1	Len2	Boot2	NDesc	LeafA	LeafB	Node1	Node2
0.311331	0.884455	0.444718849372	100.0	2	LNSF	EEMJ	704	1872
2.943209	1.000000	3.54271857001	100.0	2	IGUH	ZACW	708	1866
0.251722	0.803906	0.510460483497	100.0	3	XWHK	BGXB	715	1852
3.025497	1.000000	4.33883300818	100.0	2	XWHK	JMXW	716	1854
0.813792	0.999084	1.3931697029	100.0	8	GRKU	BPSG	722	1832
0.533236	0.985923	0.692079280376	100.0	7	GRKU	ABCD	723	1834
0.082308	0.505318	0.152156323244	99.0	5	GRKU	VMXJ	724	1838
0.136879	0.631507	0.163859234574	99.0	3	GRKU	NGTD	725	1842
0.680391	0.997695	0.754952111844	100.0	2	GRKU	FFPD	726	1844
3.401784	1.000000	4.45731928101	100.0	2	RGKI	VMXJ	730	1839
2.737846	1.000000	3.49382249516	100.0	2	RDOO	ABCD	733	1835
0.286027	0.836243	0.412379596325	100.0	3	KEFD	YEPO	738	1824
3.316074	1.000000	4.52900882502	100.0	2	Phypa_v3.0	YEPO	740	1826
0.100932	0.568903	0.129849667726	99.0	3	SZYG	HVBQ	745	1814
2.861198	1.000000	3.26564148508	100.0	2	SZYG	ZTHV	746	1816
3.244376	1.000000	4.38867117739	100.0	3	RCBT	UHLI	751	1806
0.010741	0.392642			2	RCBT	GOWD	752	
2.415410	1.000000	3.9967228723	100.0	10	ANON	BSNI	757	1740
0.311027	0.851917	0.303859521896	100.0	9	WEEQ	BSNI	759	1742
2.274429	1.000000	2.7651278122	100.0	7	WEEQ	AKXB	760	1746
2.652591	1.000000	3.21314515016	100.0	3	WEEQ	FAJB	761	1747
2.684924	1.000000	2.9618121025	100.0	2	WEEQ	WCZB	762	1749
2.556642	1.000000	2.76930284168	100.0	4	TCBC	AKXB	766	1752
0.650749	0.997984	0.567916316383	100.0	3	TCBC	UCRN	767	1754
2.449361	1.000000	2.87186421187	100.0	2	TCBC	DXOU	768	1756
3.194732	1.000000	4.45869367029	100.0	2	TWUW	BSNI	773	1743
0.469953	0.803270	1.64568066546	100.0	22	ENQF	PYHZ	776	1695
2.638245	1.000000	4.04160244793	100.0	11	ENQF	ZZEI	777	1696
0.377269	0.929694	0.328871956847	100.0	6	ENQF	ULKT	778	1706
2.152899	1.000000	2.35807044339	100.0	4	ENQF	PQTO	779	1710
0.282431	0.921202	0.291709963657	100.0	2	ENQF	WAFT	780	1714
0.166437	0.706218	0.206761019997	100.0	2	XNXF	PQTO	783	1711
2.843991	1.000000	3.68257987139	100.0	2	UPMJ	ULKT	786	1707
1.817905	1.000000	2.21464120592	100.0	5	CBAE	ZZEI	789	1697
0.960162	0.999997	0.737537409087	100.0	4	CBAE	YHZW	790	1699
2.722490	1.000000	2.90588294608	100.0	2	CBAE	GAON	791	1700
1.762563	1.000000	1.83210159016	100.0	2	GKAG	YHZW	794	1703
0.712122	0.978071	0.799274931349	100.0	11	ZZOL	PYHZ	798	1717
1.734226	0.999994	2.37528471428	100.0	9	ZZOL	KUXM	799	1721
0.849751	0.995612	0.862524935357	100.0	8	ZZOL	ZYCD	800	1723
1.793558	0.999999	2.54898120945	100.0	5	ZZOL	KJYC	801	1729
2.410103	1.000000	3.22465076794	100.0	4	ZZOL	ABIJ	802	1731
2.957279	1.000000	4.38617974011	100.0	2	ZZOL	Selmo_v1.0	803	1735
1.820667	1.000000	1.98417784	100.0	2	LGDQ	ABIJ	806	1732
1.400493	0.999967	1.42540116877	100.0	3	ZFGK	ZYCD	810	1724
2.720177	1.000000	3.21887582487	100.0	2	JKAA	ZYCD	812	1726
3.177517	1.000000	4.07667004214	100.0	2	PKOX	PYHZ	816	1718
1.071222	0.981301	2.36656212234	100.0	73	URCP	JVSZ	819	1549
0.401024	0.868225	0.718839823005	100.0	71	URCP	QVMR	820	1553
0.078977	0.474880			66	URCP	DFHO	821	
2.013576	1.000000	2.4785455208	100.0	63	URCP	RFMZ	822	1569
1.901308	1.000000	2.43458509565	100.0	60	URCP	QIAD	823	1575
1.341951	0.999953	1.58773025573	100.0	58	URCP	PBUU	824	1579
1.736427	0.999999	2.45595940809	100.0	56	URCP	KIIX	825	1583
0.182692	0.658629	0.273404799887	100.0	54	URCP	GANB	826	1587
1.853984	1.000000	2.79488109392	100.0	50	URCP	VVRN	827	1595
1.067826	0.999781	1.65446597676	100.0	47	URCP	WQML	828	1601
0.277564	0.792717	0.333682502891	100.0	33	URCP	MTGC	829	1629
1.979012	1.000000	3.37871377703	100.0	32	URCP	FQGQ	830	1631
0.237547	0.699778	0.508491725792	100.0	19	URCP	BMIF	831	1657
0.418344	0.885941	0.605149384672	100.0	16	URCP	HEGQ	832	1663
0.025317	0.429222	0.0791445478988	64.0	10	URCP	OCZL	833	1675
0.171352	0.641997	0.234164504215	96.0	9	URCP	MROH	834	1677
0.087155	0.506756	0.180318840436	84.0	8	URCP	YJJY	835	1679
0.171805	0.651197	0.428078330429	100.0	6	URCP	HTFH	836	1683
0.083597	0.508430	0.0858009993673	62.0	4	URCP	FCHS	837	1687
0.514078	0.965201	0.686000703892	100.0	3	URCP	UFJN	838	1689
2.373056	1.000000	3.13777538309	100.0	2	URCP	AFPO	839	1691
0.105781	0.546336	0.152954927139	89.0	2	VITX	HTFH	844	1684
1.701868	1.000000	2.24368665036	100.0	2	YQEC	YJJY	847	1680
1.601722	1.000000	2.56895120494	100.0	6	YOWV	HEGQ	852	1664
2.527532	1.000000	3.04954995824	100.0	5	YOWV	HNDZ	853	1666
0.395433	0.987163	0.394600360527	100.0	4	YOWV	RICC	854	1668
1.218935	1.000000	1.45050361543	100.0	2	YOWV	XXHP	855	1672
0.471033	0.996365	0.467372959903	100.0	2	LHLE	RICC	858	1669
2.982825	1.000000	3.95084790612	100.0	3	KJZG	BMIF	863	1658
1.575262	1.000000	1.59150021175	100.0	2	PSKY	BMIF	865	1660
0.644722	0.968950	1.0880779872	100.0	13	RFRB	FQGQ	868	1632
0.003802	0.406861	0.113854245094	73.0	2	RFRB	WGTU	869	1633
0.125391	0.573923	0.334563165947	100.0	11	CJNT	FQGQ	872	1636
0.852891	0.996514	1.3997579461	100.0	9	CJNT	NWWI	873	1640
1.220850	0.999989	1.65728160254	100.0	8	CJNT	OQWW	874	1642
1.734110	1.000000	1.92337557435	100.0	7	CJNT	ORJE	875	1644
0.434235	0.977654	0.42730516937	100.0	6	CJNT	UJWU	876	1646
0.097540	0.567328	0.224745019352	100.0	5	CJNT	ZQYU	877	1648
1.663769	1.000000	1.73133766452	100.0	4	CJNT	YLJA	878	1650
0.283330	0.932353	0.284249870568	100.0	3	CJNT	GYFU	879	1652
0.040717	0.447806	0.0546150900242	68.0	2	CJNT	IXLH	880	1654
0.252580	0.753785	0.451617356466	100.0	2	JBLI	FQGQ	890	1637
2.505337	1.000000	3.82965095277	100.0	14	UJTT	WQML	894	1602
0.190496	0.688947	0.247186352677	100.0	4	UJTT	PIVW	895	1603
1.785575	1.000000	2.07099801065	100.0	3	UJTT	FLTD	896	1605
0.453756	0.986581	0.514995186944	100.0	2	POPJ	FLTD	898	1607
0.142314	0.624765	0.229679087069	100.0	10	DCDT	WQML	902	1610
0.751614	0.998098	1.19890541655	100.0	9	DCDT	SKYV	903	1612
1.837374	1.000000	2.3372027339	100.0	5	DCDT	GSXD	904	1620
0.931416	0.999967	1.0985209462	100.0	3	DCDT	YCKE	905	1624
1.291695	1.000000	1.40955517299	100.0	2	DCDT	ZXJO	906	1626
0.901767	0.999965	0.886841233533	100.0	2	XDDT	GSXD	910	1621
0.310192	0.858602	0.510444465742	100.0	4	BMJR	SKYV	913	1613
0.507825	0.983016	0.618115956823	100.0	2	BMJR	WCLG	914	1617
3.436724	1.000000	5.34613242408	100.0	2	NDUV	SKYV	917	1614
0.277510	0.817828	0.384273206461	100.0	3	YIXP	VVRN	921	1596
3.462053	1.000000	4.18482182603	100.0	2	YIXP	NOKI	922	1598
1.029026	0.999690	1.49005460948	100.0	4	UWOD	GANB	926	1588
0.130355	0.622362	0.0946712060011	76.0	3	UWOD	EWXK	927	1590
1.863099	1.000000	1.95312873309	100.0	2	UWOD	PNZO	928	1592
0.728306	0.996673	0.987268157687	100.0	2	CVEG	KIIX	933	1584
1.174325	0.999952	1.43327389056	100.0	2	CQPW	PBUU	936	1580
0.125844	0.539373	0.251639711763	100.0	2	MEKP	QIAD	939	1576
3.240483	1.000000	5.01284290258	100.0	3	UOMY	RFMZ	942	1570
0.884673	1.000000	0.818310323514	100.0	2	UOMY	VIBO	943	1572
2.998342	1.000000	4.70911002114	100.0	3	NHCM	DFHO	947	1555
2.426219	1.000000	2.79829707895	100.0	2	NHCM	UGNK	948	1557
1.542547	0.999994	1.75272163927	100.0	5	EEAQ	QVMR	952	1560
1.922912	1.000000	2.01785600255	100.0	3	EEAQ	DJSE	953	1564
2.487637	1.000000	2.66469083966	100.0	2	EEAQ	BEGM	954	1566
3.127208	1.000000	4.1653723988	100.0	2	ALVQ	QVMR	958	1561
3.030960	1.000000	4.34380542185	100.0	2	CAPN	JVSZ	961	1550
1.468962	0.999700	2.25968878757	100.0	82	IIOL	SGTW	964	1385
0.431025	0.932873	0.533408151295	100.0	77	IIOL	VDAO	965	1395
0.272881	0.753653	0.305468280649	100.0	74	IIOL	XTZO	966	1401
3.349134	1.000000	4.49451003325	100.0	15	IIOL	GGEA	967	1402
0.282276	0.920720	0.325976915209	100.0	9	IIOL	WVWN	968	1414
0.442071	0.983148	0.425581096926	100.0	7	IIOL	NPRL	969	1418
0.028074	0.407329	0.148144205099	98.0	6	IIOL	AWQB	970	1420
2.600474	1.000000	2.87145242922	100.0	5	IIOL	Pinta_v2.0	971	1422
1.846132	1.000000	1.60753214749	100.0	4	MFTM	Pinta_v2.0	973	1424
0.256366	0.765326	0.282815882801	99.0	3	MFTM	DZQM	974	1426
0.383721	0.998912	0.338430716976	100.0	2	MFTM	JBND	975	1428
2.441365	1.000000	3.08312403097	100.0	2	IOVS	WVWN	982	1415
0.582054	0.998427	0.676844892403	100.0	6	VSRH	GGEA	985	1403
0.967761	0.999999	1.05625195066	100.0	5	VSRH	AQFM	986	1405
0.709704	0.999987	0.692306654661	100.0	2	VSRH	JUWL	987	1406
0.054335	0.501251	0.0737775813453	83.0	3	AREG	AQFM	990	1409
2.774451	1.000000	3.23121246027	100.0	2	AREG	GAMH	991	1411
2.858348	1.000000	4.08271368194	100.0	59	XMGP	XTZO	996	1431
0.764689	0.999890	0.957167756296	100.0	36	XMGP	YFZK	997	1477
2.637540	1.000000	2.86430603713	100.0	35	XMGP	EFMS	998	1479
3.141873	1.000000	4.11423520427	100.0	27	XMGP	ZQVF	999	1495
0.496278	0.998676	0.625374713352	100.0	26	XMGP	QSNJ	1000	1497
0.719588	0.999885	0.955158317146	100.0	25	XMGP	NRXL	1001	1499
1.277749	1.000000	1.73702918358	100.0	21	XMGP	GMHZ	1002	1507
1.677673	1.000000	1.76400725213	100.0	18	XMGP	ETCJ	1003	1513
0.899685	0.999997	0.993354897628	100.0	10	XMGP	VFYZ	1004	1529
0.173264	0.761400	0.244136822585	100.0	8	XMGP	AIGO	1005	1533
2.136071	1.000000	2.52145048463	100.0	6	XMGP	FRPM	1006	1537
1.985241	1.000000	2.07912207609	100.0	2	XMGP	QNGJ	1007	1538
0.109867	0.654804	0.0878405102954	91.0	4	BUWV	FRPM	1010	1541
0.138045	0.745214	0.125331797477	98.0	3	BUWV	CGDN	1011	1543
1.350355	1.000000	1.4996677375	100.0	2	BUWV	XQSG	1012	1545
2.261468	1.000000	2.41381410511	100.0	2	UEVI	AIGO	1017	1534
2.361723	1.000000	2.62221552057	100.0	2	NKIN	VFYZ	1020	1530
3.280856	1.000000	4.28590191682	100.0	8	IFLI	ETCJ	1023	1514
0.787518	0.999998	0.877632451555	100.0	5	IFLI	GKCZ	1024	1520
3.018372	1.000000	3.41299097098	100.0	3	IFLI	RMMV	1025	1524
0.090646	0.603967	0.129537380871	99.0	2	JDQB	RMMV	1027	1526
0.900884	1.000000	0.863265618353	100.0	2	AUDE	GKCZ	1030	1521
0.109257	0.634486	0.118344538068	97.0	3	OVIJ	ETCJ	1033	1515
0.325268	0.979394	0.369378118233	100.0	2	OVIJ	YYPE	1034	1517
2.195932	1.000000	2.52366060562	100.0	3	OXGJ	GMHZ	1038	1508
1.099236	1.000000	1.10400933762	100.0	2	OXGJ	FHST	1039	1510
0.146262	0.697212	0.0730061527097	84.0	4	XIRK	NRXL	1043	1500
1.771687	1.000000	1.81762085915	100.0	3	HBGV	NRXL	1045	1502
0.129661	0.638308	0.27041285917	100.0	2	HBGV	QFAE	1046	1504
1.430570	1.000000	1.52902924288	100.0	8	BTTS	EFMS	1052	1480
0.019809	0.412452	0.036152945604	60.0	5	BTTS	NVGZ	1053	1486
3.150760	1.000000	2.95311701189	100.0	4	BTTS	ZYAX	1054	1488
3.084539	1.000000	3.09440380106	100.0	2	BTTS	YLPM	1055	1489
3.252882	1.000000	3.87466721888	100.0	2	WWSS	ZYAX	1058	1492
2.139423	1.000000	2.29010398826	100.0	3	IAJW	EFMS	1062	1481
3.158754	1.000000	3.37477417891	100.0	2	HQOM	EFMS	1064	1483
1.004400	0.999998	1.08055234087	100.0	23	MHGD	XTZO	1068	1432
3.622230	1.000000	4.66881257739	100.0	19	MHGD	KLGF	1069	1440
1.092155	1.000000	1.22024337898	100.0	11	MHGD	QCGM	1070	1456
0.298852	0.954246	0.335208190066	100.0	10	MHGD	HILW	1071	1458
0.929570	1.000000	1.08110939427	100.0	9	FMWZ	HILW	1073	1460
1.139718	1.000000	1.28366562219	100.0	8	FMWZ	VGSX	1074	1462
0.836093	0.999998	0.985117353086	100.0	4	FMWZ	ROWR	1075	1463
2.207828	1.000000	2.1968463242	100.0	3	IZGN	ROWR	1077	1465
2.020528	1.000000	2.06534691191	100.0	2	QHBI	ROWR	1079	1467
1.582362	1.000000	1.79058178335	100.0	4	XLGK	VGSX	1082	1470
0.943215	1.000000	1.07265375783	100.0	2	XLGK	SCEB	1083	1471
0.904930	1.000000	0.99357858521	100.0	2	UUJS	VGSX	1086	1474
0.618584	0.998943	0.690296420967	100.0	8	OWFC	KLGF	1091	1441
0.096602	0.582490	0.108793006902	87.0	6	OWFC	JRNA	1092	1445
0.005580	0.382745	0.00127098033055	35.0	5	ZQWM	JRNA	1094	1447
0.578705	0.999024	0.775130157995	100.0	3	ZQWM	JZVE	1095	1451
0.791360	0.999997	0.999518532485	100.0	2	ZQWM	CDFR	1096	1453
0.211973	0.844095	0.225391693043	100.0	2	BBDD	JRNA	1100	1448
2.623483	1.000000	3.2254476173	100.0	2	EGLZ	KLGF	1103	1442
3.704160	1.000000	4.20581686357	100.0	4	RSCE	XTZO	1106	1433
0.980050	1.000000	0.888455932881	100.0	3	RSCE	ACWS	1107	1435
2.606893	1.000000	2.75330219778	100.0	2	MIXZ	ACWS	1109	1437
1.995102	0.999999	3.21696584256	100.0	3	TOXE	VDAO	1113	1396
0.789632	0.996280	0.691828953801	100.0	2	TOXE	GTHK	1114	1398
0.815827	0.999396	0.965536698987	100.0	5	WLIC	SGTW	1118	1386
2.587015	1.000000	3.04070991635	100.0	4	WLIC	XZUY	1119	1388
2.553146	1.000000	2.75924248029	100.0	3	WLIC	KAWQ	1120	1390
0.320143	0.968433	0.339862907468	100.0	2	GNQG	KAWQ	1122	1392
3.187880	1.000000	5.48341285022	100.0	2	Ambtr_v1.0.27	URDJ	1127	1381
2.331136	1.000000	4.12631850203	100.0	2	PZRT	WTKZ	1130	1377
2.128363	1.000000	4.50274645907	100.0	3	VZCI	FZJL	1133	1371
2.776631	1.000000	2.88211484761	100.0	2	VZCI	NWMY	1134	1373
0.000000	0.345077			133	AFLV	WKSU	1138	
1.252507	0.997993	2.06869602211	100.0	108	AFLV	MTII	1139	1155
0.693450	0.962231	1.60999606832	100.0	107	AFLV	BYQM	1140	1157
1.647634	0.999823	3.99673265286	100.0	101	AFLV	OCWZ	1141	1169
0.076973	0.498238	0.650593157749	100.0	95	AFLV	Musac_v1.0	1142	1181
0.072126	0.506784	0.61365617236	100.0	53	AFLV	THDM	1143	1265
1.870339	0.999997	3.99100476129	100.0	7	AFLV	GDKK	1144	1266
2.207814	1.000000	2.40220148328	100.0	2	AFLV	OOSO	1145	1267
0.101991	0.543271	0.282908001855	100.0	5	MWYQ	GDKK	1148	1270
0.094464	0.527246	0.0310376039858	45.0	2	MWYQ	THEW	1149	1271
3.244355	1.000000	4.48488402011	100.0	3	NHIX	GDKK	1152	1274
2.809568	1.000000	3.18910366653	100.0	2	NHIX	QNPH	1153	1276
0.372357	0.771058	1.04707521678	100.0	46	UZXL	THDM	1157	1279
0.658138	0.956541	1.5152194836	100.0	39	UZXL	YJUG	1158	1293
0.813700	0.993611	1.07122349982	100.0	37	UZXL	KYNE	1159	1297
0.612063	0.977501	0.754027459381	100.0	35	UZXL	LTZF	1160	1301
0.897102	0.999346	1.21539776513	100.0	34	UZXL	SART	1161	1303
1.033125	0.999570	1.60487950143	100.0	33	UZXL	JVBR	1162	1305
0.999266	0.997224	1.87041200895	100.0	28	UZXL	PRFO	1163	1315
0.596348	0.951956	1.0918554027	100.0	19	UZXL	PLBZ	1164	1333
0.221470	0.727471	0.537161444451	100.0	11	UZXL	MUMD	1165	1349
0.073243	0.503872	0.0826889947536	60.0	10	UZXL	FGRF	1166	1351
0.952618	0.999823	1.40028853415	100.0	9	UZXL	ONBE	1167	1353
2.587169	1.000000	3.33296004248	100.0	8	UZXL	MVRF	1168	1355
0.149214	0.746801	0.15403123015	99.0	7	UZXL	LSJW	1169	1357
0.068108	0.530845	0.0883539535792	85.0	6	UZXL	TCYS	1170	1359
0.127754	0.675087	0.152828244486	99.0	5	UZXL	HOKG	1171	1361
0.136697	0.702484	0.144210116508	98.0	3	UZXL	RCUX	1172	1365
1.445883	1.000000	1.58445484076	100.0	2	XFJG	RCUX	1174	1367
1.386919	1.000000	1.32141044469	100.0	2	RQZP	HOKG	1177	1362
0.153598	0.625828	0.500269380828	100.0	8	KOFB	PLBZ	1186	1334
1.034488	0.999881	1.26953576385	100.0	3	KOFB	IXEM	1187	1335
0.713215	0.998991	0.753817629149	100.0	2	KOFB	SVTS	1188	1337
3.054619	1.000000	4.08845816788	100.0	5	KXSK	PLBZ	1192	1340
0.068498	0.535483	0.0689229000719	81.0	3	KXSK	YBML	1193	1344
1.059446	1.000000	0.955312757979	100.0	2	ICNN	YBML	1195	1346
0.019765	0.417778	0.0560674272642	76.0	2	CMCY	PLBZ	1198	1341
0.740631	0.987401	1.30894573191	100.0	9	ZKPF	PRFO	1201	1316
0.235898	0.739587	0.361338760815	100.0	8	ZKPF	KBXS	1202	1318
2.442362	1.000000	3.04338666104	100.0	6	ZKPF	TRRQ	1203	1322
1.354700	1.000000	1.30773652144	100.0	5	ZKPF	LDME	1204	1324
1.254767	0.999999	1.37110736485	100.0	2	ZKPF	DMIN	1205	1325
1.022596	0.999990	1.15196970196	100.0	3	JDTY	LDME	1208	1328
0.109650	0.570327	0.108901235163	79.0	2	JDTY	DPFW	1209	1330
3.131315	1.000000	3.29080919359	100.0	2	GJPF	KBXS	1214	1319
1.406617	0.999997	2.3211407759	100.0	5	FCEL	JVBR	1218	1306
2.561956	1.000000	2.93374071419	100.0	4	FCEL	WTDE	1219	1308
0.226760	0.880187	0.209611291927	100.0	3	JHUL	WTDE	1221	1310
3.243785	1.000000	3.56859699939	100.0	2	JHUL	BLAJ	1222	1312
2.850153	1.000000	3.94645521792	100.0	2	RDYY	KYNE	1229	1298
0.127233	0.582110	0.329655748142	100.0	2	EMJJ	YJUG	1232	1294
2.951504	1.000000	5.19961180008	100.0	7	LELS	THDM	1235	1280
1.170660	0.999997	1.16413721436	100.0	6	LELS	CNTZ	1236	1282
1.623060	1.000000	1.65131631826	100.0	4	LELS	MTHW	1237	1286
0.148898	0.747138	0.139424125825	100.0	3	LELS	XZME	1238	1288
3.375605	1.000000	4.69278925443	100.0	2	LELS	VTUS	1239	1290
1.146539	0.999774	1.16383237952	100.0	2	JSAG	CNTZ	1244	1283
1.398994	0.998485	2.82981681796	100.0	42	RMVB	Musac_v1.0	1248	1182
1.857339	0.999999	2.9415845594	100.0	30	RMVB	PPQR	1249	1206
0.080296	0.502884			28	RMVB	BYPY	1250	
1.350490	0.999994	1.73500452228	100.0	27	RMVB	CIEA	1251	1212
1.832149	1.000000	1.99011034976	100.0	23	RMVB	BSTR	1252	1220
1.912376	1.000000	1.87085577238	100.0	22	RMVB	WXNT	1253	1222
2.885106	1.000000	3.2825545113	100.0	21	RMVB	HATH	1254	1224
0.189446	0.755043	0.158288190033	100.0	3	RMVB	Orysa_v7.0	1255	1225
2.614452	1.000000	2.70739745956	100.0	2	RMVB	IADP	1256	1227
1.399263	1.000000	1.79776259266	100.0	18	ROEI	HATH	1260	1230
0.158519	0.725258	0.164019897158	100.0	17	ROEI	YXNR	1261	1232
1.858467	1.000000	2.22133574667	100.0	13	ROEI	SOHV	1262	1240
2.860523	1.000000	3.55103958089	100.0	3	ROEI	YPIC	1263	1241
0.133460	0.689608	0.149707056346	99.0	2	ROEI	Sorbi_v2.1	1264	1243
0.957823	0.999998	1.09843009953	100.0	10	BPKH	SOHV	1268	1246
1.449358	1.000000	1.68220033464	100.0	9	BPKH	WCOR	1269	1248
1.255241	1.000000	1.38616068468	100.0	7	BPKH	NNOK	1270	1252
0.107752	0.649631	0.152551407791	100.0	2	BPKH	ZMGN	1271	1253
0.249871	0.916523	0.252442164846	100.0	5	ZENX	NNOK	1274	1256
0.069565	0.546222	0.0666460616059	80.0	4	ZENX	BXAY	1275	1258
0.207392	0.873489	0.215337984026	100.0	3	ZENX	XUAB	1276	1260
0.787673	0.999997	0.853240788854	100.0	2	ZENX	VQYB	1277	1262
2.174550	1.000000	2.24803672327	100.0	2	XBKS	WCOR	1283	1249
2.085609	1.000000	2.29298260511	100.0	4	RCAH	YXNR	1287	1233
2.680770	1.000000	3.01845442888	100.0	2	RCAH	YLWW	1288	1237
0.876193	0.999997	0.909173881586	100.0	2	EFCZ	YXNR	1291	1234
3.087661	1.000000	3.6335524248	100.0	4	PWSG	CIEA	1297	1213
1.592713	1.000000	1.61598140385	100.0	3	PWSG	XPAF	1298	1215
0.337513	0.976613	0.385241830141	100.0	2	PWSG	WBIB	1299	1217
3.476943	1.000000	4.24793895249	100.0	2	BRUD	PPQR	1305	1209
0.041953	0.452108	0.122886106856	75.0	12	HXJE	Musac_v1.0	1308	1183
3.083586	1.000000	3.96412899601	100.0	4	HXJE	NSPR	1309	1184
0.080874	0.527333	0.0293071756715	26.0	3	HXJE	Elagu_v2.0	1310	1186
0.517131	0.994939	0.596953538435	100.0	2	HXJE	HWUP	1311	1188
3.232373	1.000000	4.61425572177	100.0	8	BDJQ	Musac_v1.0	1316	1191
0.594915	0.999361	0.738162117298	100.0	4	BDJQ	JNUB	1317	1199
3.607565	1.000000	5.316976223	100.0	2	BDJQ	LEMW	1318	1200
0.824990	0.999995	0.784671599374	100.0	2	TZNS	JNUB	1321	1203
0.171230	0.761519	0.331178832497	100.0	4	UOEL	Musac_v1.0	1324	1192
0.093856	0.597207	0.127978884009	97.0	3	UOEL	XHHU	1325	1194
0.276446	0.926943	0.336042925002	100.0	2	UOEL	LSKK	1326	1196
0.461944	0.862512	0.982389735739	100.0	6	VBHQ	OCWZ	1331	1170
1.525000	0.999999	2.45396341415	100.0	5	VBHQ	QOXT	1332	1172
0.879634	0.999931	0.953085002699	100.0	3	VBHQ	VVVV	1333	1176
0.659935	0.999770	0.632121896169	100.0	2	DGXS	VVVV	1335	1178
3.708851	1.000000	5.18328055656	100.0	2	SILJ	QOXT	1338	1173
0.806197	0.976555	1.38379231278	100.0	6	YMES	BYQM	1342	1158
2.676629	1.000000	3.77005313111	100.0	3	YMES	Spipo_v2	1343	1164
2.885473	1.000000	3.17895737071	100.0	2	YMES	MFIN	1344	1166
0.489692	0.867078	1.03018905082	100.0	3	DWZT	BYQM	1348	1159
1.074644	0.997163	1.67269259479	100.0	2	COCP	BYQM	1350	1161
0.648940	0.921695	1.04418827445	100.0	25	XQWC	WKSU	1354	1105
1.123444	0.999261	2.54298284075	100.0	17	XQWC	FALI	1355	1121
2.921645	1.000000	4.71846771693	100.0	6	XQWC	OBPL	1356	1122
0.736420	0.999993	0.766639094395	100.0	5	XQWC	DHPO	1357	1124
3.899062	1.000000	4.72147459289	100.0	2	XQWC	WBOD	1358	1125
0.616598	0.999940	0.647434053827	100.0	3	PSJT	DHPO	1361	1128
3.609519	1.000000	3.87120480154	100.0	2	PSJT	YZRI	1362	1130
2.453803	1.000000	4.25951355738	100.0	11	VYLQ	FALI	1367	1133
0.586614	0.996804	0.793521568	100.0	9	VYLQ	WAIL	1368	1137
0.270460	0.809676	0.412356117893	100.0	7	VYLQ	BSVG	1369	1141
0.067828	0.498960	0.0296122330961	13.0	6	VYLQ	KRJP	1370	1143
1.038332	0.999998	1.37934505573	100.0	5	VYLQ	WIGA	1371	1145
3.178352	1.000000	4.01103699607	100.0	4	BCGB	WIGA	1373	1147
0.262306	0.796510	0.295980875266	99.0	3	BCGB	KAYP	1374	1149
0.190870	0.697180	0.223109664765	96.0	2	BCGB	ABSS	1375	1151
2.575374	1.000000	3.20969903185	100.0	2	MAQO	WAIL	1382	1138
3.295313	1.000000	3.73531915602	100.0	2	WPHN	FALI	1385	1134
0.246800	0.714761	0.715129707656	100.0	8	MUNP	WKSU	1388	1106
2.150689	1.000000	2.60434959288	100.0	6	MUNP	QDVW	1389	1110
3.397180	1.000000	4.28975853184	100.0	4	MUNP	CSSK	1390	1114
3.175911	1.000000	3.34403896782	100.0	2	MUNP	XSZI	1391	1118
1.508160	1.000000	1.50358344764	100.0	2	OPDF	CSSK	1394	1115
0.241826	0.857633	0.298982918935	100.0	2	PAWA	QDVW	1397	1111
2.085775	1.000000	2.8539328814	100.0	2	SJEV	WKSU	1400	1107
3.126934	1.000000	4.38827385426	100.0	2	WZFE	OSHQ	1403	1102
1.524374	0.999503	2.87810139413	100.0	21	AUGV	QTJY	1407	1057
0.344505	0.898405	0.352064670932	100.0	20	AUGV	CCID	1408	1059
2.493444	1.000000	3.50690071148	100.0	12	AUGV	EVOD	1409	1075
1.552108	1.000000	1.65412174226	100.0	4	AUGV	NMGG	1410	1076
3.489214	1.000000	4.49515513982	100.0	3	AUGV	ZGQD	1411	1078
0.163954	0.810070	0.155163338142	99.0	2	UDHA	ZGQD	1413	1080
2.178125	1.000000	2.59207177594	100.0	8	IRAF	EVOD	1417	1083
0.240837	0.882802	0.252406465248	100.0	7	IRAF	XHKT	1418	1085
2.491123	1.000000	2.64262625442	100.0	5	IRAF	SSDU	1419	1089
4.032433	1.000000	4.4223779302	100.0	4	RQNK	SSDU	1421	1091
0.050112	0.521324	0.0554998787185	78.0	3	RQNK	BEKN	1422	1093
0.937312	1.000000	0.860067084423	100.0	2	RQNK	QCOU	1423	1095
0.696034	0.999985	0.808785228307	100.0	2	XMVD	XHKT	1428	1086
0.370643	0.931826	0.650147520179	100.0	8	ZUHO	CCID	1432	1060
1.428985	1.000000	1.90305740159	100.0	7	ZUHO	YHFG	1433	1062
1.908538	1.000000	2.1776599338	100.0	5	ZUHO	VGHH	1434	1066
1.831812	1.000000	1.62082575567	100.0	4	ZUHO	GBVZ	1435	1068
3.708755	1.000000	3.78721535483	100.0	2	ZUHO	UPOG	1436	1069
3.592537	1.000000	3.9920657131	100.0	2	Aquco_v1.1	GBVZ	1439	1072
2.179122	1.000000	2.42154821857	100.0	2	WFBF	YHFG	1443	1063
0.085556	0.515318	0.2899331293	94.0	7	RQUG	AALA	1448	1043
0.607901	0.979916	0.931896747466	100.0	6	RQUG	FAKD	1449	1045
